epoch,accuracy,loss,mean_squared_error,val_accuracy,val_loss,val_mean_squared_error
29,0.7719298005104065,0.5443800687789917,0.03942350298166275,0.808080792427063,0.8135027885437012,0.041468292474746704
30,0.8201754093170166,0.41062283515930176,0.03010174073278904,0.7878788113594055,0.8549506664276123,0.0449938103556633
31,0.8114035129547119,0.42387041449546814,0.03325078263878822,0.808080792427063,0.8655037879943848,0.042352739721536636
32,0.8157894611358643,0.4631686210632324,0.034281663596630096,0.7777777910232544,0.9292446970939636,0.04530810937285423
33,0.8026315569877625,0.437519907951355,0.034789033234119415,0.808080792427063,0.9169011116027832,0.04234854504466057
34,0.8289473652839661,0.3966852128505707,0.031212538480758667,0.8282828330993652,0.7091073989868164,0.03600715473294258
35,0.7938596606254578,0.5361448526382446,0.037224844098091125,0.808080792427063,0.7804266214370728,0.040139090269804
36,0.780701756477356,0.48009100556373596,0.036354683339595795,0.747474730014801,0.8071817755699158,0.044409967958927155
37,0.8289473652839661,0.40628954768180847,0.03072301484644413,0.8282828330993652,0.9143772125244141,0.04319368302822113
38,0.8289473652839661,0.4329538941383362,0.03445088490843773,0.7878788113594055,0.9911763072013855,0.04527430236339569
39,0.8157894611358643,0.4159954786300659,0.031226934865117073,0.808080792427063,0.8702080249786377,0.04039168730378151
40,0.8026315569877625,0.42508888244628906,0.034346144646406174,0.8585858345031738,0.6604608297348022,0.031426701694726944
41,0.8947368264198303,0.2966516613960266,0.02196628600358963,0.8383838534355164,0.8635535836219788,0.037535957992076874
42,0.8377193212509155,0.3887891471385956,0.028436804190278053,0.7777777910232544,0.8162441253662109,0.0419665202498436
43,0.8508771657943726,0.3171980082988739,0.02540331706404686,0.8383838534355164,0.900506854057312,0.0386989489197731
44,0.8991228342056274,0.2985347509384155,0.02322135865688324,0.808080792427063,0.8848645687103271,0.03952459245920181
45,0.8377193212509155,0.3735320568084717,0.02908744290471077,0.8383838534355164,0.8240938782691956,0.03596733137965202
46,0.8815789222717285,0.3051052689552307,0.023315368220210075,0.7979797720909119,0.8519424200057983,0.03982812538743019
47,0.8289473652839661,0.41629278659820557,0.031582362949848175,0.8282828330993652,0.7772970199584961,0.03829995542764664
48,0.8377193212509155,0.34690284729003906,0.027506092563271523,0.7777777910232544,1.0458879470825195,0.04886043071746826
49,0.8114035129547119,0.4711117446422577,0.03437986969947815,0.808080792427063,0.7097028493881226,0.037127211689949036
